"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3628","Verify Try here link is highlighted on hover on Basic Operations page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6553","Verify Username field character rule text","firefox","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","2262","Verify Get Started button text","chromium","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","4107","Verify user can sign out successfully from Array Practice page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","1922","Verify launch page has 1 button","chromium","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","3742","Verify Linked List card is present","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","5326","Verify logged in user can sign out successfully","webkit","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","5061","Verify RUN button is clickable on Question 3","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","1719","Verify Title of Registration page","chromium","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","13634","Verify Try here link navigates to Editor page from Arrays Using List","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4624","Verify Basic Operations in Lists link navigates to correct page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4053","Verify Insertion in Lists sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3699","Verify Search the Array link navigates to Question 1 page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","1657","Verify Username field is present","chromium","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4798","Verify Inserting at the beginning sub title is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","8455","Verify Auto Focus cursor is on Username field","webkit","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","4527","Verify Get Started button on Stack card","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","3055","Verify Practice page title is NumpyNinja","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","1397","Verify Get Started button on Linked List card","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","3732","Verify Inserting at any location sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","1703","Example #2","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","1823","Verify that user is able to navigate to Login Page","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","3879","Verify back arrow navigates back to Applications of Array page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","2604","Verify registered username is visible on Home page","chromium","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","5653","Verify back arrow navigates back to Practice page from Question 1","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5360","Verify cursor is focused on Username field","webkit","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","3792","Verify Inserting at the beginning sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3823","Example #2","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","2495","Verify Try here link is present on Applications of Array page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5148","Verify logged in user can access Queue page","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","4194","Verify Deleting From the Start of an Array sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4584","Verify Queue card is present","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","4531","Verify SUBMIT button is clickable on Question 3","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3496","Verify Topics Covered sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3624","Verify Deletion in Array sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5175","Verify user lands on Home page after clicking Get Started","firefox","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","7516","Verify presence of Register button","webkit","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4517","Verify Find Numbers with Even Number of Digits link is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","9092","Verify Deletion Operation sub title is present","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","1873","Verify presence of Register button","chromium","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4479","Verify Tree card is present","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","4187","Login with empty fields","webkit","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","1701","Verify password rule - minimum 8 characters","chromium","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","7490","Verify Basic Operations in Lists link is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","2814","Verify user lands on Home page after clicking Get Started","chromium","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","4982","Verify Applications of Array link navigates to correct page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6179","Verify Try here link is highlighted on hover on Basic Operations page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4041","Verify RUN button is clickable on Question 4","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6211","Verify user lands on Home page after clicking Get Started","webkit","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","3628","Verify RUN button is clickable on Question 2","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4322","Verify RUN button is clickable on Question 2","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","8773","Login with invalid username and valid password","firefox","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","3978","Verify Get Started button on Array card","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","8944","Verify password rule - minimum 8 characters","firefox","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","7924","Example #2","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","12743","Verify Try here link is present on Arrays in Python page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3870","Verify Data Structures dropdown options for logged in user","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","13750","Verify Try here link navigates to Editor page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3914","Example #4","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","3428","Verify Username field is present on Sign In page","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","7254","Verify that user is able to navigate to Login Page","webkit","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","17396","Verify back arrow navigates back to Arrays Using List page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3114","Verify Home page URL after successful registration","chromium","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","3225","Verify logged in user can access Data Structures page","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","15495","Verify Try here link navigates to Editor page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4612","Verify Auto Focus cursor is on Username field","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","7558","Validate error when username is empty and other fields filled","firefox","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4026","Verify Applications of Array title is displayed","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5776","Verify 7 cards are visible on Home page","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","8766","Example #2","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","2283","Example #3","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","3216","Verify 2 navigation links are present","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","3641","Verify Basic Operations in Lists link navigates to correct page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5929","Verify launch page heading text","webkit","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","4004","Validate error when username is empty and other fields filled","webkit","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4847","Verify Signin link is present","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","19087","Verify Data Structures dropdown options for logged in user","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","3914","Verify SUBMIT button is clickable on Question 1","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","1770","Verify Password field is present on Sign In page","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","28708","Verify logged in user can access Data Structures page","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","6126","Example #3","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","4945","Verify Password field is present on Sign In page","firefox","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","19851","Verify logged in user can access Array page","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","4953","Verify back arrow navigates back to Practice page from Question 2","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5640","Verify Try here link navigates to Editor page from Arrays Using List","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","15742","Verify registered user is able to sign out successfully","firefox","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4114","Verify Password field is present","webkit","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","3617","Verify back arrow navigates back to Practice page from Question 1","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5234","Verify Register button is clickable","firefox","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","3647","Verify Search Operation sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5095","Verify Graph card is present","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","4991","Example #3","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","2012","Verify Register button is clickable","chromium","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","1447","Verify Signin link is present","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","2893","Verify Try here link is present on Applications of Array page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3091","Verify Tree card is present","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","3940","Valid login with correct credentials","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","1836","Verify Get Started button is enabled","chromium","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","3711","Verify Find Numbers with Even Number of Digits link is present","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4991","Example #5","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","2592","Verify Applications of Array link navigates to correct page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","2793","Login with valid username and invalid password - only 5 characters","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","6827","Verify Auto Focus cursor is on Username field","firefox","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","1535","Verify Stack card is present","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","1478","Verify Graph card is present","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","4035","Verify logged in user can access Data Structures page","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","2489","Login with unregistered username and valid password","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","3702","Verify Try here link navigates to Editor page from Applications","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3009","Verify Practice page title is NumpyNinja","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3111","Verify Find Numbers with Even Number of Digits link is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3689","Verify Deleting From the End of an Array sub title is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4249","Verify Try here link navigates to Editor page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4597","Verify launch page has 1 button","firefox","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","4225","Verify Deleting From the End of an Array sub title is present","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4159","Verify Search the Array link navigates to Question 1 page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4434","Example #4","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","2656","Login with empty fields","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","2943","Verify logged in user can access Tree page","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","2302","Login with unregistered username and unregistered password","chromium","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","3524","Verify Find Numbers with Even Digits link navigates to Question 3 page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5055","Verify Insertion in Lists sub title is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","11288","Login with unregistered username and unregistered password","firefox","2026-04-02","passed","2026-04-02","Sign In Page","features\Login.feature.spec.js","",""
"","7935","Verify Applications of Array link is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3254","Verify Arrays in Python link navigates to correct page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3794","Verify Squares of a Sorted Array link navigates to Question 4 page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","10089","Verify registered username is visible on Home page","firefox","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","3142","Verify logged in user can access Stack page","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","3580","Verify Try here link is present on Basic Operations page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","3783","Example #7","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","3352","Verify Try here link is highlighted on hover","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6044","Verify Arrays Using List link navigates to correct page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6357","Verify Try here link navigates to Editor page from Basic Operations","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","9096","Verify Register button is clickable","webkit","2026-04-02","passed","2026-04-02","Registration Page","features\Register.feature.spec.js","",""
"","4218","Example #3","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","10350","Example #3","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","12407","Example #4","firefox","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user selects from dropdown","features\Home.feature.spec.js","",""
"","3501","Verify user can sign out successfully from Array Practice page","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","5184","Verify user can land on DS Algo portal","webkit","2026-04-02","passed","2026-04-02","Launch Page - Non Functional Test Cases","features\Launch.feature.spec.js","",""
"","9706","Verify Arrays Using List link navigates to correct page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","7015","Verify Applications of Array link is present","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","4024","Verify Deletion in list sub title is present","webkit","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6086","Verify back arrow navigates back to Basic Operations page","chromium","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","6884","Verify Deleting From the End of an Array sub title is present","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
"","7229","Example #1","webkit","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases > Validate alert when unregistered user clicks Get Started on card","features\Home.feature.spec.js","",""
"","1326","Verify 7 cards are visible on Home page","chromium","2026-04-02","passed","2026-04-02","Home Page - Non Functional and Functional Test Cases","features\Home.feature.spec.js","",""
"","14877","Verify back arrow navigates back to Arrays in Python page","firefox","2026-04-02","passed","2026-04-02","Array Module","features\Array.feature.spec.js","",""
